Delta_s,r_non,r_lux,G_file1,G_file2,G_exactopt,G_exactopt_w100,gain_of_exactopt_over_better_of_the_two,gain_w100,kaggle_selects,mBCE_file1,mBCE_file2,mBCE_exactopt,third
0.0185,0.217747281255505,0.288617419752923,0,-0.0185,0.0169790955480967,0.017412532650145,0.0169790955480967,0.017412532650145,file1,0.669999790058076,0.688499790058075,0.653020694509979,TRUE
0.019,0.213940958121993,0.290341831338271,0,-0.0189999999999999,0.0181475920243881,0.0186088728033976,0.0181475920243881,0.0186088728033976,file1,0.670643806423166,0.689643806423166,0.652496214398778,TRUE
0.0195,0.210134634988482,0.292066242923618,0,-0.0195,0.0193572992866232,0.0198476698520432,0.0193572992866232,0.0198476698520432,file1,0.671287822788257,0.690787822788257,0.651930523501634,TRUE
0.02,0.206328311854971,0.293790654508966,0,-0.02,0.0206085182214837,0.0211292639062083,0.0206085182214837,0.0211292639062083,file1,0.671931839153348,0.691931839153348,0.651323320931864,TRUE
0.0205,0.202521988721459,0.295515066094314,0,-0.0205,0.0219015624956682,0.0224540105827151,0.0219015624956682,0.0224540105827151,file1,0.672575855518439,0.693075855518439,0.650674293022771,TRUE
0.021,0.198715665587948,0.297239477679661,0,-0.021,0.0232367591424545,0.0238222818082055,0.0232367591424545,0.0238222818082055,file1,0.67321987188353,0.69421987188353,0.649983112741075,TRUE
0.0215,0.194909342454437,0.298963889265009,0,-0.0215,0.0246144491885302,0.0252344666845262,0.0246144491885302,0.0252344666845262,file1,0.673863888248621,0.695363888248621,0.649249439060091,TRUE
0.022,0.191103019320925,0.300688300850357,0,-0.0219999999999999,0.0260349883244657,0.0266909724223909,0.0260349883244657,0.0266909724223909,file1,0.674507904613712,0.696507904613712,0.648472916289246,TRUE
0.0225,0.187296696187414,0.302412712435705,0,-0.0225,0.027498747622554,0.0281922253500516,0.027498747622554,0.0281922253500516,file1,0.675151920978803,0.697651920978803,0.647653173356249,TRUE
0.023,0.183490373053903,0.304137124021052,0,-0.0229999999999999,0.0290061143061265,0.0297386720045335,0.0290061143061265,0.0297386720045335,file1,0.675795937343894,0.698795937343894,0.646789823037767,TRUE
0.0235,0.179684049920391,0.3058615356064,0,-0.0235,0.0305574925748915,0.0313307803139228,0.0305574925748915,0.0313307803139228,file1,0.676439953708985,0.699939953708985,0.645882461134093,TRUE
0.024,0.17587772678688,0.307585947191748,0,-0.024,0.0321533044913301,0.0329690408802784,0.0321533044913301,0.0329690408802784,file1,0.677083970074075,0.701083970074075,0.644930665582745,TRUE
0.0245,0.172071403653369,0.309310358777095,0,-0.0244999999999999,0.0337939909337425,0.0346539683739757,0.0337939909337425,0.0346539683739757,file1,0.677727986439166,0.702227986439166,0.643933995505424,TRUE
0.025,0.168265080519857,0.311034770362443,0,-0.0249999999999999,0.0354800126221496,0.0363861030517243,0.0354800126221496,0.0363861030517243,file1,0.678372002804257,0.703372002804257,0.642891990182108,TRUE
0.0255,0.164458757386346,0.312759181947791,0,-0.0255,0.0372118512239747,0.0381660124121614,0.0372118512239747,0.0381660124121614,file1,0.679016019169348,0.704516019169348,0.641804167945374,TRUE
0.026,0.160652434252835,0.314483593533138,0,-0.026,0.0389900105472197,0.039994293004849,0.0389900105472197,0.039994293004849,file1,0.679660035534439,0.705660035534439,0.640670024987219,TRUE
0.0265,0.156846111119323,0.316208005118486,0,-0.0265,0.040815017829762,0.0418715724107461,0.040815017829762,0.0418715724107461,file1,0.68030405189953,0.70680405189953,0.639489034069768,TRUE
0.027,0.153039787985812,0.317932416703834,0,-0.0269999999999999,0.042687425134436,0.0437985114148625,0.042687425134436,0.0437985114148625,file1,0.680948068264621,0.707948068264621,0.638260643130185,TRUE
0.0275,0.149233464852301,0.319656828289181,0,-0.0275,0.0446078108607442,0.0457758063948788,0.0446078108607442,0.0457758063948788,file1,0.681592084629712,0.709092084629712,0.636984273768968,TRUE
0.028,0.145427141718789,0.321381239874529,0,-0.0279999999999999,0.0465767813853888,0.0478041919531554,0.0465767813853888,0.0478041919531554,file1,0.682236100994803,0.710236100994803,0.635659319609414,TRUE
0.0285,0.141620818585278,0.323105651459877,0,-0.0285,0.0485949728453932,0.0498844438238528,0.0485949728453932,0.0498844438238528,file1,0.682880117359894,0.711380117359894,0.634285144514501,TRUE
0.029,0.137814495451767,0.324830063045224,0,-0.0289999999999999,0.0506630530793023,0.0520173820919957,0.0506630530793023,0.0520173820919957,file1,0.683524133724985,0.712524133724985,0.632861080645682,TRUE
0.0295,0.134008172318255,0.326554474630572,0,-0.0294999999999999,0.0527817237441193,0.0542038747674107,0.0527817237441193,0.0542038747674107,file1,0.684168150090076,0.713668150090076,0.631386426345956,TRUE
0.03,0.130201849184744,0.32827888621592,0,-0.0299999999999999,0.0549517226278951,0.0564448417637752,0.0549517226278951,0.0564448417637752,file1,0.684812166455167,0.714812166455166,0.629860443827272,TRUE
