m1,m2,nested,nested_sd,plain,w1,w2,Temp,eps,test_p4,seg_oof,f1,f2,f3,f4,f5,delta_vs_prod,p4_gap
lcmnl3_bag,xgb_lw2bag,1.13084166332796,0.0145082611063563,1.13018184485659,0.414844842497508,0.585155157502492,0.95361864826077,0.0109941330162738,0.251168811018472,1.197411620525,1.14444384305136,1.11071184294428,1.12316489407862,1.14472303426636,1.13116470229916,0.00265220796958476,0.015341188981528
lcmnl3_both,xgb_mono2,1.13086266597654,0.0168665234422081,1.13016891452504,0.516375852265266,0.483624147734734,0.961317503830618,0.00010999045076193,0.213361708858645,1.19684326237159,1.15036718407843,1.10695968368777,1.12296005494208,1.14191372276683,1.1321126844076,0.00267321061817172,0.0531482911413546
lcmnl5,xgb_lw2bag,1.13087997783649,0.0135974005638345,1.13050767269446,0.386352711840562,0.613647288159438,0.969996999500973,3.48148978147695e-05,0.253836725199375,1.20230955168696,1.14001579082733,1.11122788346873,1.12393882191043,1.14549633659871,1.13372105637724,0.00269052247811841,0.0126732748006249
lcmnl3p,xgb_lw2,1.13092041014552,0.0141734337693402,1.1303986226767,0.478072019756844,0.521927980243156,0.977756978003343,0.00795009616639331,0.248747001953465,1.19697083420381,1.14599117196009,1.1161726571041,1.12043380577379,1.14593454424646,1.12606987164317,0.00273095478715035,0.017762998046535
lcmnl3_tilt,xgb_mono2,1.13096228926521,0.016791744849391,1.13027317209293,0.513026345254608,0.486973654745392,0.961379153644348,5.13095252855053e-05,0.213125174042561,1.19707217114748,1.15035860840428,1.10715286348946,1.12318752859744,1.14205751626395,1.13205492957091,0.00277283390683891,0.0533848259574388
lcmnl,xgb_lw2,1.13097727370835,0.0142862006209825,1.13045280082633,0.475985074926542,0.524014925073458,0.98302494233578,0.00480177273158957,0.248865575903835,1.1970603811459,1.14624753078117,1.11609402546541,1.12037878580084,1.14601340057594,1.1261526259184,0.00278781834998276,0.0176444240961652
lcmnl3,xgb_lw2,1.13097727370835,0.0142862006209825,1.13045280082633,0.475985074926542,0.524014925073458,0.98302494233578,0.00480177273158957,0.248865575903835,1.1970603811459,1.14624753078117,1.11609402546541,1.12037878580084,1.14601340057594,1.1261526259184,0.00278781834998276,0.0176444240961652
lcmnl3x,xgb_lw2,1.13097727370835,0.0142862006209825,1.13045280082633,0.475985074926542,0.524014925073458,0.98302494233578,0.00480177273158957,0.248865575903835,1.1970603811459,1.14624753078117,1.11609402546541,1.12037878580084,1.14601340057594,1.1261526259184,0.00278781834998276,0.0176444240961652
lcmnl2,xgb_lw2bag,1.13097840674509,0.012971445072162,1.13055746217262,0.376507123405021,0.623492876594979,0.941444944551194,0.0176944655416393,0.254936859055602,1.19706240949073,1.13956146995322,1.11276665677813,1.12504375101792,1.14622224204681,1.13129791392935,0.00278895138671698,0.011573140944398
lcmnl3b,xgb_lw2bag3,1.13100052302652,0.0150601293316167,1.13042813413751,0.422883807085212,0.577116192914788,0.967712816423718,0.00440053663643813,0.251377131562639,1.1971239252588,1.14528337383272,1.10977050956219,1.12391100575175,1.14522098893375,1.13081673705217,0.00281106766814543,0.0151328684373607
lcmnl4,xgb_lw2bag3,1.13112074300242,0.0142456994430938,1.13061651217308,0.413450294765051,0.586549705234949,0.969886379368208,1.4392473731766e-05,0.250568906984636,1.19895096865691,1.14472787605531,1.11042186634818,1.1243820603067,1.14337974018347,1.13269217211844,0.00293128764404749,0.0159410930153646
lcmnl3_drift,xgb_monor,1.13112647336261,0.0143306554182713,1.130570857469,0.492360749154906,0.507639250845094,0.99048324585228,9.32599320906349e-06,0.250783230293348,1.19748750870556,1.14704659509553,1.11627095128649,1.12152181079023,1.14585160037935,1.12494140926145,0.00293701800423918,0.015726769706652
lcmnl3b,xgb_monobag,1.13114504380873,0.0142892340827293,1.13063078650698,0.394257964577078,0.605742035422922,0.968290859029048,7.68265050735475e-07,0.252994257392332,1.2004776001771,1.14482322126709,1.11273995233843,1.12231837923826,1.14570415789517,1.13013950830472,0.00295558845036248,0.0135157426076685
